,track_id,name,artist,spotify_preview_url,spotify_id,tags,genre,year,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
852,TRKFDQP128F931CFA8,Worry About You,Ivy,https://p.scdn.co/mp3-preview/aaa8f65c52d1f6f084c8a8daacc09ef910be20a5?cid=774b29d4f13844c495f206cafdad9c86,0VI53TPAHyexegnUIyWAje,"indie, female_vocalists, chillout, soundtrack, trip_hop, indie_pop",Pop,2001,238466,0.587,0.598,1,-8.727,1,0.0261,0.775,0.855,0.132,0.51,85.007,4
792,TRPHSJU128F424831A,Eldorado 1997,Manu Chao,https://p.scdn.co/mp3-preview/a1ddd7b2cfc0b0c376868de728efcd5e7846f4ad?cid=774b29d4f13844c495f206cafdad9c86,0lgsvKcw8ADusdXDrfsVet,reggae,Latin,2001,89800,0.571,0.755,10,-7.604,0,0.245,0.133,3.16e-06,0.757,0.968,182.523,4
289,TRGSXES128F1468D90,Second Chapter,Enigma,https://p.scdn.co/mp3-preview/774af1f98aa2a5d5995aa267ebd77d9ef12323e8?cid=774b29d4f13844c495f206cafdad9c86,1mITvds7JRzV7WJhsnGGpn,"ambient, new_age",New Age,1993,135293,0.154,0.115,1,-25.371,0,0.0361,0.202,0.931,0.0788,0.0707,70.195,3
706,TRJSNHV128F4255FB6,Ellenbogengesellschaft (Pogen),K.I.Z.,https://p.scdn.co/mp3-preview/db2e37306dcfa2813f3ca167e740da4626bb59b1?cid=774b29d4f13844c495f206cafdad9c86,0Ixc0QgjggfWGxoC8y9uio,"rap, german, hip_hop",Rap,2007,221853,0.612,0.737,7,-6.332,1,0.322,0.0122,0.0,0.08,0.597,182.177,4
1329,TRACDUX128F429B303,Worms Make Dirt,The Aquabats,https://p.scdn.co/mp3-preview/11220c9d48427cdaa1a66002dfd237452b7c6fe8?cid=774b29d4f13844c495f206cafdad9c86,1GJD00f74tP4qkShkc8qgX,"new_wave, reggae, ska",Reggae,2000,170133,0.643,0.613,7,-4.636,1,0.0378,0.00101,0.0,0.107,0.597,142.113,4
654,TRRFMYC128EF348C72,You Done Lost Your Good Thing Now,B.B. King,https://p.scdn.co/mp3-preview/8ae5bc599047b17f76f1d4e2a55abf027d0b3a3b?cid=774b29d4f13844c495f206cafdad9c86,01oXSmwL2Nr5vPyGPFo0gl,blues,Blues,2014,312737,0.622,0.661,7,-3.02,1,0.0388,0.81,0.000159,0.325,0.481,36.849,4
522,TRWOJKX12903D06BE4,Come to Daddy,The Dillinger Escape Plan,https://p.scdn.co/mp3-preview/eebe05d3e4a5f9c65f7e427bc25422f395d9cfd7?cid=774b29d4f13844c495f206cafdad9c86,0w5NvHp7HjZeQhqmKYURCN,"hardcore, metalcore, post_hardcore, cover",Metal,2002,263200,0.368,0.999,10,-2.909,1,0.158,0.00114,0.244,0.214,0.0398,81.23,4
461,TRCQWHX128F92F6EE8,Angel Eyes,Roxy Music,https://p.scdn.co/mp3-preview/6eb951859e643873dea4668aa98421df2a595fa9?cid=774b29d4f13844c495f206cafdad9c86,1zTV6043rfuIS7RRDhfflw,"rock, classic_rock, progressive_rock, new_wave, 70s",Jazz,1979,237826,0.523,0.727,0,-11.23,1,0.0285,0.00109,0.0697,0.97,0.726,134.214,4
930,TRCMYEG128F932F20D,The Competition,Kimya Dawson,https://p.scdn.co/mp3-preview/3570c3ac11e5df5b77a3cff702f7c12923afe9d2?cid=774b29d4f13844c495f206cafdad9c86,0JuHlXIldOZGfQGgHSoCh9,"indie, folk, country, love",Rap,2006,170400,0.516,0.406,11,-10.254,0,0.0482,0.883,0.0,0.107,0.731,153.21,4
1034,TRXUWTA128F932C8FE,The Bottomless Hole,The Handsome Family,https://p.scdn.co/mp3-preview/9d0efa9ffa24e0e95b4ce8e5d16b905b0121fdda?cid=774b29d4f13844c495f206cafdad9c86,0O92MuIDEbaABZBJcGrwBU,"country, gothic",Country,2003,196000,0.778,0.362,9,-9.219,0,0.03,0.482,0.0,0.108,0.473,139.87,4
29,TRXFTLM128F423092D,MK Ultra,Muse,https://p.scdn.co/mp3-preview/a1af25523215be282938b7ef09df389d5f3926c2?cid=774b29d4f13844c495f206cafdad9c86,0b3e19laPXuaikzGWGJGV8,"rock, electronic, alternative, alternative_rock, progressive_rock, british",Rock,2009,246093,0.39,0.861,9,-5.237,0,0.041,0.000103,0.00954,0.234,0.35,155.063,4
240,TRLUAQR128F4288259,Slow Love,Prince,https://p.scdn.co/mp3-preview/b4e527f82bb28d724f8626ff42b8708e9ea9c5d5?cid=774b29d4f13844c495f206cafdad9c86,5NxzQznfKs9fJdoP8CbgAR,"jazz, soul, funk",RnB,1987,262333,0.373,0.236,5,-16.14,1,0.0412,0.489,3.32e-05,0.122,0.508,63.279,4
798,TREAPBM128F4248309,Que Paso Que Paso,Manu Chao,https://p.scdn.co/mp3-preview/a17d89091188d64b3fbb455877fb309376528ccb?cid=774b29d4f13844c495f206cafdad9c86,03Nvg3fxB0IOjBl5xsmA7h,"alternative, reggae, ska",Latin,2002,53973,0.212,0.991,9,-4.415,1,0.105,0.00455,0.000638,0.883,0.224,176.998,4
817,TRIBEIC128E0799398,Murder On The Midnight Wire,Bedouin Soundclash,https://p.scdn.co/mp3-preview/c4a8997e8672437c21073761b3acf00654fc94c6?cid=774b29d4f13844c495f206cafdad9c86,0ev6B4kKJnv7cfWpiCi04B,"reggae, ska",Reggae,2004,238346,0.909,0.482,7,-9.269,1,0.049,0.0213,8.08e-05,0.103,0.384,114.701,4
65,TRMEWET128F934364E,With Love,Hilary Duff,https://p.scdn.co/mp3-preview/d62a6c5f6e05cfb64b1f456a4fb06d3e9277d684?cid=774b29d4f13844c495f206cafdad9c86,1EUcOtkzimTnp58OQ1KbpD,"electronic, pop, female_vocalists, dance, pop_rock",Rock,2007,181000,0.852,0.896,6,-5.465,0,0.0681,0.00887,6.03e-05,0.0216,0.961,121.978,4
601,TRHSMHT128F145A1D0,Any Love (Larry Heard Mix),Massive Attack,https://p.scdn.co/mp3-preview/a416954fa75e6ec3c5e2e6a3d2abacdcf5bf3dce?cid=774b29d4f13844c495f206cafdad9c86,5ibX8Z6mNWZeHegCnpYwXF,"industrial, trip_hop",Electronic,2006,267533,0.656,0.558,6,-15.143,1,0.045,0.00591,0.634,0.0422,0.72,100.112,4
924,TRYBJME128F425DA4D,Ten Rounds With Jose Cuervo,Tracy Byrd,https://p.scdn.co/mp3-preview/2c835ddc356b327fd0be446bd1a513c7fae99866?cid=774b29d4f13844c495f206cafdad9c86,0MAVAExDwwfRpXTXTiN1WJ,country,Country,2011,182480,0.64,0.892,2,-5.775,1,0.0491,0.00795,0.0,0.275,0.834,127.03,4
754,TRUDLAI128F9317944,Suavemente,Scooter,https://p.scdn.co/mp3-preview/e8cf5cac4b2210cb8806159ae59fcbff4735fa15?cid=774b29d4f13844c495f206cafdad9c86,1lJILssXhV1Ld0RUuKO1bf,"trance, techno",Latin,2013,216693,0.475,0.991,11,-3.055,0,0.08,7.34e-05,0.000376,0.322,0.314,139.952,4
926,TRXIWSJ128F92F9D6C,Red Clay Halo,Gillian Welch,https://p.scdn.co/mp3-preview/31ab744cf6cb4abe503ca208808820ebc8104eb4?cid=774b29d4f13844c495f206cafdad9c86,12hl7hoaAnhmmb1u6rC6JM,"singer_songwriter, country",Country,2001,197506,0.571,0.309,7,-10.491,1,0.0262,0.739,0.0,0.118,0.431,102.633,4
1101,TRHNAVE128F14A3B95,Brännö serenad,Håkan Hellström,https://p.scdn.co/mp3-preview/232baeba0c9ab338be6fe690741f844f592620e9?cid=774b29d4f13844c495f206cafdad9c86,4KWoHjPlDAOig4Xvj2eWJV,"indie, pop, swedish",Pop,2007,198253,0.271,0.743,2,-6.834,1,0.0528,0.093,1.41e-06,0.149,0.483,131.545,4
247,TRQOOUL128F9350A97,Would You Like to Take a Walk?,Ella Fitzgerald & Louis Armstrong,https://p.scdn.co/mp3-preview/5aa2480e265832b768c3d7fcdd07a4334c2dd07e?cid=774b29d4f13844c495f206cafdad9c86,1z270aIqIu6yz8EkrHOQ7a,"jazz, oldies",Jazz,2014,201520,0.497,0.136,0,-13.45,0,0.0632,0.832,0.0,0.057,0.219,77.742,4
277,TRBBYXV128F1464453,Elegia,New Order,https://p.scdn.co/mp3-preview/45ba3930ee9957570c4f26fc888ad889a0a01e2a?cid=774b29d4f13844c495f206cafdad9c86,0u2GkRXY4PHBwjUmwsYVFW,"electronic, ambient, instrumental, 80s, new_wave, post_punk, synthpop",New Age,1985,295533,0.421,0.456,7,-10.373,1,0.0333,0.28,0.926,0.0964,0.0493,76.67,3
1402,TREFYAS128F92D7A12,Partida,Cesária Évora,https://p.scdn.co/mp3-preview/1a5cbd882945ba934d9109b05b1c2faa53a2f1a8?cid=774b29d4f13844c495f206cafdad9c86,1hAXci8inOMev6a5dLL3PG,female_vocalists,World,1997,376866,0.498,0.358,9,-9.882,0,0.0313,0.627,0.000201,0.125,0.225,125.306,4
1066,TRATOXR128E0781E36,This Is Music,The Verve,https://p.scdn.co/mp3-preview/b2ee3c63714ce0624b73ff11b3638e400f686bd9?cid=774b29d4f13844c495f206cafdad9c86,4DTXxgwWv384nwC76aXgVB,"rock, indie, british, 90s, britpop",Rock,1995,215840,0.263,0.832,11,-7.406,0,0.0511,0.000229,0.0,0.171,0.302,142.05,4
479,TRDPYZA128F42ADC95,Leaves Scar,Amorphis,https://p.scdn.co/mp3-preview/7a42b70c7f2a158e6ec42ba3d94e3570289ffdc1?cid=774b29d4f13844c495f206cafdad9c86,4OHRFrbpnzERWAj0J0nAto,"metal, death_metal, progressive_metal, melodic_death_metal, doom_metal, gothic_metal",Metal,2006,202866,0.189,0.763,5,-5.853,0,0.0439,0.000435,0.181,0.242,0.162,118.2,4
426,TRRIZYQ128F92EC177,Eternal Return,Locrian,https://p.scdn.co/mp3-preview/5c1b305b2b9ae7b0466b77c32efba58157882610?cid=774b29d4f13844c495f206cafdad9c86,75P3nZ6BwOcDjMPelXKVhO,"ambient, experimental, black_metal, noise",New Age,2013,171440,0.132,0.637,8,-7.368,1,0.0457,0.00936,0.991,0.113,0.188,143.596,3
123,TRUXWBF128E0785B09,Cheers Darlin',Damien Rice,https://p.scdn.co/mp3-preview/19e8d7b3875de8bc38c7fd8fc06fd64ffaba78ad?cid=774b29d4f13844c495f206cafdad9c86,44zGAo63hhc3xo0rlBweRo,"alternative, indie, folk, indie_rock, singer_songwriter, acoustic, love, beautiful, mellow",Folk,2003,350226,0.549,0.112,9,-17.846,0,0.0482,0.697,0.000507,0.165,0.103,113.552,3
1169,TRJEKBW128F4268C79,Decide,Flaw,https://p.scdn.co/mp3-preview/7c6e5554eea1178973622d913daf00e57430a8cd?cid=774b29d4f13844c495f206cafdad9c86,7epePPzrRRRX3zYjx5YCFM,"rock, alternative_rock, nu_metal",Rock,2004,292600,0.296,0.767,4,-3.837,0,0.0348,0.000168,0.000586,0.236,0.36,133.784,4
394,TRPKZEI128F4283CA5,Year Of The Lover,Lloyd,https://p.scdn.co/mp3-preview/df8d4356bd93f6930f19f4971b41023465f91902?cid=774b29d4f13844c495f206cafdad9c86,351OdqdknWyybwATw894ft,"hip_hop, rnb, mellow",RnB,2008,246760,0.414,0.49,7,-8.663,0,0.0502,0.179,0.0,0.0871,0.213,119.954,4
985,TRURCFO12903D01339,Torquemada '71,Electric Wizard,https://p.scdn.co/mp3-preview/6c5ce80274f60a20f14e8571b9272de3c8c64c2c?cid=774b29d4f13844c495f206cafdad9c86,1ROWyfrMWDUXzgdF5C1AaX,doom_metal,Metal,2007,402266,0.22,0.71,7,-7.439,1,0.0436,0.175,0.225,0.126,0.231,129.107,4
715,TRXODGE128F92F44DD,Kake Is At The Dampf,Beginner,https://p.scdn.co/mp3-preview/369a7536f0a454038305985ede25d3b3f90cf973?cid=774b29d4f13844c495f206cafdad9c86,5uyMjqgNH0MPSVDqR7pG8W,"german, hip_hop",Rap,2003,511600,0.667,0.817,6,-7.305,1,0.39,0.0387,7.05e-06,0.353,0.759,96.817,4
1134,TRIQZXS128F92E20EA,Vision Of Nowness,The Go-Go's,https://p.scdn.co/mp3-preview/8d669fc6afec27f2deb3120b47f76802efefbd51?cid=774b29d4f13844c495f206cafdad9c86,1smPWDR4g7eKhHcUVc31go,"rock, pop, female_vocalists, 80s",Rock,2001,177053,0.488,0.882,2,-3.995,1,0.0461,0.00222,0.0,0.257,0.462,128.53,4
1084,TREPTIM128F4243460,Courtesans,The Magnetic Fields,https://p.scdn.co/mp3-preview/8c9bf803865e2c4b7339c67b04a2b0240acbf7be?cid=774b29d4f13844c495f206cafdad9c86,1NEPaAWnC1Magz7uT2XCva,"rock, indie, indie_pop, noise",Rock,2008,179093,0.238,0.493,0,-10.488,0,0.0399,0.673,0.000478,0.0944,0.237,145.581,4
497,TRMSXSW12903CD2CDF,Deaf Forever,Motörhead,https://p.scdn.co/mp3-preview/06777dc408effd643e0dc9000d4d8a3d70175602?cid=774b29d4f13844c495f206cafdad9c86,0j0sCz3x6VIWT9bUwQDWaw,"hard_rock, heavy_metal",Metal,1998,268000,0.365,0.98,10,-6.291,1,0.072,0.0506,8.71e-06,0.161,0.412,129.167,4
44,TRBFYNY128F92F8755,Your Love Is My Drug,Ke$ha,https://p.scdn.co/mp3-preview/d3bc96e2c443f60dfa0a7420ed9fdbb55a81491d?cid=774b29d4f13844c495f206cafdad9c86,0CjXF6zVf1YG7Taj1NCICd,"electronic, pop, female_vocalists, dance, love",Pop,2010,188013,0.829,0.626,1,-4.331,1,0.0845,0.00577,0.0,0.0981,0.742,120.053,4
59,TROBROL128F427176C,This Trumpet in My Head,Lykke Li,https://p.scdn.co/mp3-preview/a6de7464a0b694c49dd977e52682f0f4aaf01394?cid=774b29d4f13844c495f206cafdad9c86,1oPoKzglqtFKalfu5URlej,"electronic, indie, pop, female_vocalists, singer_songwriter, acoustic, indie_pop, beautiful, swedish",Pop,2008,102026,0.44,0.255,0,-15.749,0,0.0515,0.879,0.719,0.294,0.379,137.904,5
1161,TRJNPPQ12903CDF0A8,Infestation,Terrorizer,https://p.scdn.co/mp3-preview/6968e3f9afd9dcbb31462fbff37ba21d66a996e4?cid=774b29d4f13844c495f206cafdad9c86,0dGdPlY4GfxXXi7DuH82qt,"death_metal, grindcore",Metal,1989,115893,0.301,0.974,1,-14.084,1,0.0573,3.75e-06,0.935,0.292,0.0631,113.72,4
23,TRUEZTC128F421B117,Wake Up Call,Maroon 5,https://p.scdn.co/mp3-preview/c2b5078275f8cfcf08a008f20eb6e3a7273e72d9?cid=774b29d4f13844c495f206cafdad9c86,05djIgdTeNTlW8iE8XkOzb,"rock, alternative, pop, alternative_rock, male_vocalists, 00s, pop_rock",Blues,2007,201306,0.632,0.937,4,-3.696,0,0.0594,0.0291,0.0,0.087,0.968,164.097,4
874,TRHFBOW128F4215E11,Cool The Engines,Boston,https://p.scdn.co/mp3-preview/934e91344020db65afa3042ab3a1f6a182acc5ef?cid=774b29d4f13844c495f206cafdad9c86,0jU75YX8F3lkKENriSpn20,"rock, classic_rock, 70s",Rock,1986,263573,0.422,0.74,11,-11.393,1,0.043,0.0298,0.00707,0.106,0.539,111.474,4
481,TRFMBGS128F42684AB,Against Widows,Amorphis,https://p.scdn.co/mp3-preview/4f063e1ca2a964c9807b981b2941ff954f536ff5?cid=774b29d4f13844c495f206cafdad9c86,0KFNgZcqFdB0n3WsAQXriw,"death_metal, progressive_metal, melodic_death_metal, doom_metal",Metal,2010,259372,0.343,0.943,7,-3.568,1,0.0581,1.19e-05,0.274,0.339,0.551,144.014,4
1324,TRMDLXF128F428B757,Funky Fire,The Aggrolites,https://p.scdn.co/mp3-preview/112c7a83128eff38ef570079918ca08d90cfad5f?cid=774b29d4f13844c495f206cafdad9c86,0LIjbxBpG2GhoXmixZhqof,"soul, funk, reggae, ska",Reggae,2006,250986,0.813,0.825,0,-5.564,1,0.0685,0.283,0.683,0.0528,0.964,123.34,4
745,TROEEDJ128F42597A1,Dub Gussett,Leftfield,https://p.scdn.co/mp3-preview/b6b067e0b9ce1d78ebf5dfe5a12665e2045f9509?cid=774b29d4f13844c495f206cafdad9c86,22WDfNDDon2EIjYNJKj1gB,"electronic, dance, trance, techno, electro, idm, drum_and_bass",Electronic,1999,291266,0.822,0.837,9,-12.305,0,0.0735,0.0285,0.953,0.671,0.391,135.065,4
231,TRFXWJG12903CB5D03,Oye Como Va,Tito Puente,https://p.scdn.co/mp3-preview/5363e2de1133b19267f8dcdfe844d28a573f7915?cid=774b29d4f13844c495f206cafdad9c86,02H7ukto8fMdy22X9rr4av,jazz,Latin,2005,272960,0.691,0.575,7,-7.024,1,0.0364,0.776,0.00108,0.0602,0.923,123.433,4
124,TRXIAWA128F426B5B6,Unknown Soldier,Breaking Benjamin,https://p.scdn.co/mp3-preview/fe833601186ce9118ba8a2e55a5aaedc9731a93c?cid=774b29d4f13844c495f206cafdad9c86,1K91wl6WzfSx8H5TOgF4Nb,"rock, alternative, metal, alternative_rock, hard_rock",Jazz,2006,226360,0.352,0.918,8,-4.71,1,0.0533,1.27e-05,0.206,0.124,0.235,121.978,4
427,TRFFHMM128F422CA3F,Bragarful,XIV Dark Centuries,https://p.scdn.co/mp3-preview/4b5a88de5bbffb9798b95aff883b25513fd70078?cid=774b29d4f13844c495f206cafdad9c86,52sikrEjSwfwpqwT77kgIP,black_metal,Metal,2005,211440,0.17,0.754,7,-6.209,0,0.0494,0.000274,0.00517,0.237,0.583,165.092,5
818,TRMKOST128E079939B,Immigrant Workforce,Bedouin Soundclash,https://p.scdn.co/mp3-preview/52abbb01c046b37514d81a36156a0e139878699e?cid=774b29d4f13844c495f206cafdad9c86,10tGhqM8hW4ITRd8sLCjv4,"reggae, ska",Reggae,2004,201986,0.822,0.47,9,-10.066,0,0.0888,0.00395,0.000409,0.0589,0.56,128.169,4
168,TRFPHYZ128F428CA40,Never Enough,Papa Roach,https://p.scdn.co/mp3-preview/6f25ecb26d2474a4a96030b40494343c1c6010e9?cid=774b29d4f13844c495f206cafdad9c86,1Oz0D3zMtYH9o4ghMz37P0,"rock, alternative, metal, hard_rock, nu_metal",Blues,2000,215466,0.547,0.92,6,-5.06,0,0.0489,7.39e-05,0.0543,0.0913,0.296,94.543,4
115,TRCOETJ128F14530AA,Ch-Check It Out,Beastie Boys,https://p.scdn.co/mp3-preview/b3f586ea64556ea422b747770b77854affc59737?cid=774b29d4f13844c495f206cafdad9c86,3NIxiBEtnl1tXCUhM2Zxt8,"alternative, rap, hip_hop, 00s",Rap,2004,195093,0.797,0.902,1,-6.875,1,0.263,0.0662,0.0,0.0848,0.699,115.067,4
1088,TRABPCC128F4265EF7,Total All Out Water,Add N To (X),https://p.scdn.co/mp3-preview/c7b92697dbf1621809743b0c1b42af8b30db7ae3?cid=774b29d4f13844c495f206cafdad9c86,4CgDKkCYNY7UVFCBp5KSok,"electronic, noise, polish",Electronic,2002,231426,0.323,0.976,8,-3.299,1,0.151,0.000225,0.764,0.462,0.382,134.956,4
986,TRTLPWM12903C9B15E,Seraphic Deviltry,Theatre of Tragedy,https://p.scdn.co/mp3-preview/80c325e730f248d590669556db97dc2e0e43be2e?cid=774b29d4f13844c495f206cafdad9c86,02KybIybHyEzc9QWOP0F8x,"doom_metal, gothic_metal, gothic, symphonic_metal",Metal,2013,318000,0.529,0.683,2,-8.675,0,0.0291,5.55e-05,0.00263,0.294,0.351,120.104,4
1395,TRZPCXO128F14628F5,Emigrantes,Orishas,https://p.scdn.co/mp3-preview/90c1043534472a9531286a2e8912fa595351780b?cid=774b29d4f13844c495f206cafdad9c86,0adFAefCtNMD9PjSUVV4Od,,Latin,2002,213946,0.899,0.691,0,-6.562,0,0.129,0.237,0.0,0.18,0.793,98.531,4
1424,TRWTAFB128F4243B58,Elyne Road,Toumani Diabaté,https://p.scdn.co/mp3-preview/b9bfe7369abd1be1854e82bd9d90a5fba42dc06d?cid=774b29d4f13844c495f206cafdad9c86,0kyglITxayJRtV9FVclFUh,instrumental,World,2008,527226,0.532,0.145,4,-18.508,1,0.0357,0.875,0.838,0.225,0.383,128.316,3
415,TRFOAZN128F4219E48,Remnants,Disturbed,https://p.scdn.co/mp3-preview/c9c7812d11213c11589e48252c8f83f4de1a74f6?cid=774b29d4f13844c495f206cafdad9c86,00hO26UwCgpDmViG6crrnm,"metal, hard_rock, instrumental, heavy_metal, nu_metal",Punk,2010,163666,0.167,0.399,10,-7.798,1,0.0303,0.012,0.873,0.264,0.0388,100.059,4
141,TRMVLCU128F425D72C,Livin' La Vida Loca,Ricky Martin,https://p.scdn.co/mp3-preview/5fdf7aacfed97c3f3d476f58dac07b8214421acc?cid=774b29d4f13844c495f206cafdad9c86,0gb28BiYgnDrlrnfoSbPas,"pop, dance, 90s",Latin,2008,242733,0.42,0.959,11,-3.77,1,0.0555,0.00439,0.0,0.0623,0.922,178.132,4
1233,TRPMJNQ128F93017A3,Impera,Era,https://p.scdn.co/mp3-preview/dd004e886ce8cb64284bd81606ebebf585c66a41?cid=774b29d4f13844c495f206cafdad9c86,1aAKsbTeNQQtrWgZiKiten,"ambient, new_age",New Age,2010,279866,0.259,0.479,5,-9.716,0,0.0291,0.0152,0.911,0.0919,0.0981,126.249,4
1293,TRWDEQF128F93351C6,Mal Bicho,Los Fabulosos Cadillacs,https://p.scdn.co/mp3-preview/47c52f3225a0295916d4b8d3c4dabf3af70dbcd8?cid=774b29d4f13844c495f206cafdad9c86,0m7uBCGPRTA7DVsYXUc0hf,ska,Latin,2004,243426,0.708,0.937,0,-4.432,1,0.0713,0.157,2.11e-06,0.0344,0.812,103.08,4
762,TRIWJQX12903CD759A,The Shining Path,Thievery Corporation,https://p.scdn.co/mp3-preview/1d9ebeff974f66ad0b791b0ad57397d3f207e330?cid=774b29d4f13844c495f206cafdad9c86,0aD1FTPV5giP98qRoktnPA,"electronic, chillout, house, trip_hop, downtempo, lounge",Rock,2008,218293,0.621,0.898,2,-7.041,0,0.0302,0.012,0.922,0.124,0.484,114.993,4
1206,TRIXSMB128F9307414,Signal,DJ Fresh,https://p.scdn.co/mp3-preview/f4be111749c0bf3e94865ab6f693ac30b295e799?cid=774b29d4f13844c495f206cafdad9c86,0KESdRlhFaZ2AHr5FdCcNT,drum_and_bass,Jazz,2007,321333,0.362,0.895,8,-5.214,0,0.0976,0.00335,0.71,0.413,0.122,115.778,3
462,TRBYZBC128F427F1A0,Underworld,Anathema,https://p.scdn.co/mp3-preview/0aa995c4babe0d1c3c736e2b6269398cb5834b94?cid=774b29d4f13844c495f206cafdad9c86,0Nvdq0MfeOvVuO7rV8S3Q2,"progressive_rock, progressive_metal, doom_metal",Rock,2001,249560,0.226,0.775,9,-8.202,1,0.0514,0.00065,0.0309,0.155,0.0758,169.909,4
1243,TRDTUQO128F428F0D0,An Fharraige,Máire Brennan,https://p.scdn.co/mp3-preview/94aafea093809e7535224175f3a7a31d0f48fa12?cid=774b29d4f13844c495f206cafdad9c86,0wwvzYoXog0cTfJTIR839n,new_age,Folk,1995,304466,0.495,0.253,2,-17.106,0,0.0315,0.764,0.0246,0.154,0.145,126.004,4
78,TRWEYXC128F92FEB8F,You Could Feel the Sky,Boards of Canada,https://p.scdn.co/mp3-preview/2bf93ad3ebb64556380d04661a2f236aee305194?cid=774b29d4f13844c495f206cafdad9c86,504UFus8XxKzXZZAVnDRXo,"electronic, ambient, experimental, instrumental, chillout, psychedelic, downtempo, idm",Electronic,2002,314240,0.352,0.425,4,-14.712,0,0.113,0.163,0.342,0.0979,0.188,114.2,5
1004,TRZZLTG128F146D6B0,Sans Toi,Hey,https://p.scdn.co/mp3-preview/bdad3bd58f28ad790f3905b91d33a72f9e2d3287?cid=774b29d4f13844c495f206cafdad9c86,2LVc7gJozqTi8tencvYg4W,"rock, french, polish",Pop,2000,240346,0.718,0.505,9,-7.254,0,0.0508,0.155,0.0187,0.625,0.376,119.987,4
1490,TRFPWCQ128F931FF48,Don't Fence Me In,Bing Crosby,https://p.scdn.co/mp3-preview/5e895ba99e87aed46fe18af429eb329361c074ac?cid=774b29d4f13844c495f206cafdad9c86,02sM1vhoeis5O1g0HRmYyl,oldies,Country,2005,191893,0.695,0.115,3,-16.721,1,0.0511,0.942,0.0,0.33,0.505,95.344,4
571,TRNVLKM128F4285E1C,The Rain Must Fall,Yanni,https://p.scdn.co/mp3-preview/38970bc4c1107034de0eabaaadc87292b2190ef5?cid=774b29d4f13844c495f206cafdad9c86,0hVNgeGZt6bRdkcpg599eZ,"instrumental, classical, piano, new_age",New Age,2012,491613,0.554,0.948,7,-5.725,0,0.0512,0.131,0.627,0.969,0.489,131.25,4
15,TRAVORG128F9302C75,Cool,Gwen Stefani,https://p.scdn.co/mp3-preview/b6d9d5958e679766becddf82cacf898b707c62e7?cid=774b29d4f13844c495f206cafdad9c86,01oLnA5lYzSR52MM2dN0fG,"rock, pop, female_vocalists, dance",RnB,2007,192226,0.71,0.714,2,-4.26,1,0.0274,0.03,0.000455,0.359,0.738,112.046,4
494,TRAIPIA128F4273A3D,Burning Times,Iced Earth,https://p.scdn.co/mp3-preview/d71bd609f5a33a00a827c4c9dba4f7f1dffe5d27?cid=774b29d4f13844c495f206cafdad9c86,0LV9catAkNdOZJFC9LWeXT,"heavy_metal, thrash_metal, power_metal",Folk,2004,223560,0.538,0.993,3,-4.585,0,0.0982,4.11e-05,0.000133,0.0769,0.406,140.08,4
350,TRJHCLA128F424F0CE,Lexicon Devil,The Germs,https://p.scdn.co/mp3-preview/f27710f84d89e5a9b3eb3647166535204519f2de?cid=774b29d4f13844c495f206cafdad9c86,0Hl2Vuhhhh8buesoxUk1DW,"punk, hardcore, punk_rock, 70s",Punk,1979,104360,0.504,0.877,4,-7.469,0,0.053,0.000242,2.66e-06,0.293,0.821,106.272,4
999,TRCFYZN128F146ED1E,Algo Mais,Os Mutantes,https://p.scdn.co/mp3-preview/8d0b7d2b6567a0f117d3a2c5631c32cb4defe20f?cid=774b29d4f13844c495f206cafdad9c86,1xBkUWsHiNmukPp6JpvvmP,"psychedelic, 60s, psychedelic_rock",Rock,1998,156133,0.407,0.902,0,-7.522,1,0.0608,0.215,0.000519,0.328,0.81,142.721,4
274,TRAIKBB128F428AD73,I'll Come Running,Brian Eno,https://p.scdn.co/mp3-preview/0d1c9035877786c11cd1daeac8f4ee3b3a9abe12?cid=774b29d4f13844c495f206cafdad9c86,0oB1FDZMc5hfZbb4g9yKVM,"ambient, experimental, progressive_rock, 70s, oldies",Country,1986,218226,0.584,0.459,9,-14.127,1,0.0319,0.535,0.0342,0.153,0.765,124.465,4
1191,TRACOHF128F1498509,Chevrolet,Taj Mahal,https://p.scdn.co/mp3-preview/e5d47d1b317f29bff658223fa5cfb1e56a60198c?cid=774b29d4f13844c495f206cafdad9c86,2dYV68n5uCXD5nM8BWQ7kp,"blues, blues_rock",Blues,1960,158266,0.732,0.839,9,-8.883,1,0.0978,0.547,0.0,0.0528,0.945,90.581,4
271,TRSWEBT128F9336E7C,Callas Went Away,Enigma,https://p.scdn.co/mp3-preview/7825cc395e52d1cc7f28c1570a0bff1217816595?cid=774b29d4f13844c495f206cafdad9c86,4KeRXhil6blpGuroDZ2ot7,"electronic, ambient, instrumental, chillout, chill, new_age",New Age,1991,269373,0.663,0.297,0,-15.605,1,0.0229,0.311,0.000888,0.0538,0.486,96.997,4
1473,TRLNFFM128F4242EB2,Ja Funmi,King Sunny Ade,https://p.scdn.co/mp3-preview/84bf4cf3bc81749ef28fa5772c752d48eb9984ce?cid=774b29d4f13844c495f206cafdad9c86,4LidH8Kgu792vuq5avk2aL,,World,1982,428800,0.504,0.452,10,-15.27,0,0.0598,0.353,0.000549,0.0655,0.833,105.026,4
